accuracy,loss,val_accuracy,val_loss
0.9782812595367432,0.06607649475336075,0.9787499904632568,0.07251101732254028
0.9787499904632568,0.06596481055021286,0.9787499904632568,0.07273204624652863
0.9781249761581421,0.06569578498601913,0.9775000214576721,0.07262709736824036
0.9779687523841858,0.0656966045498848,0.9762499928474426,0.07218675315380096
0.9782812595367432,0.06526878476142883,0.9743750095367432,0.07355475425720215
0.9782812595367432,0.0649433508515358,0.9781249761581421,0.07262253016233444
0.9793750047683716,0.0648185983300209,0.9768750071525574,0.07185318320989609
0.9784374833106995,0.06486842036247253,0.9781249761581421,0.07116956263780594
0.9785937666893005,0.06434054672718048,0.9781249761581421,0.07064197212457657
0.9779687523841858,0.06461267173290253,0.9781249761581421,0.07121770083904266
0.9790624976158142,0.06409431248903275,0.9787499904632568,0.07157690823078156
0.9787499904632568,0.06379622220993042,0.9781249761581421,0.07059600949287415
0.9787499904632568,0.06383936107158661,0.9787499904632568,0.07055409252643585
0.9785937666893005,0.06366534531116486,0.9775000214576721,0.07001730054616928
0.9793750047683716,0.06320549547672272,0.9787499904632568,0.06962640583515167
0.9784374833106995,0.06332367658615112,0.9793750047683716,0.06930513679981232
0.9790624976158142,0.06326287984848022,0.9781249761581421,0.06912203133106232
0.9789062738418579,0.06285739690065384,0.9762499928474426,0.07004939764738083
0.9787499904632568,0.06288490444421768,0.9775000214576721,0.06901363283395767
0.9792187213897705,0.06270423531532288,0.9781249761581421,0.06936026364564896
0.9789062738418579,0.06253301352262497,0.9787499904632568,0.0686594694852829
0.9792187213897705,0.06246815249323845,0.9775000214576721,0.06866633892059326
0.9801562428474426,0.062326837331056595,0.9781249761581421,0.0685342326760292
0.9792187213897705,0.06207922473549843,0.9787499904632568,0.06824671477079391
0.9793750047683716,0.06177520751953125,0.9787499904632568,0.06862185895442963
0.9801562428474426,0.061814628541469574,0.9787499904632568,0.06825403869152069
0.9792187213897705,0.061353277415037155,0.9793750047683716,0.06744963675737381
0.9798437356948853,0.061363305896520615,0.9787499904632568,0.0674196183681488
0.9803125262260437,0.060953572392463684,0.9793750047683716,0.06774180382490158
0.9795312285423279,0.0610729344189167,0.9787499904632568,0.06734003871679306
0.9807812571525574,0.061004944145679474,0.9787499904632568,0.06750813871622086
0.9801562428474426,0.06102048233151436,0.9787499904632568,0.06651522219181061
0.9810937643051147,0.06070606783032417,0.9787499904632568,0.0672292485833168
0.9800000190734863,0.060422901064157486,0.9793750047683716,0.06725536286830902
